,Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
0,17314.1031289016,8221.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
1,17542.0360832793,9135.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
2,16218.8478619377,13196.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
3,16336.9131400486,16342.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,0
4,16339.1703239255,19832.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,1
5,15709.0528210833,22236.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
6,15230.0033898479,22576.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
7,15048.042184116,22964.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
8,14862.0938695978,24021.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,1
9,15295.0182668788,27325.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
10,21335.852484891,10237.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,0,0
11,20538.0875102254,15066.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
12,20512.0940912389,16633.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
13,19924.159052404,19800.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
14,19774.2490660661,23359.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
15,19344.1655373569,23765.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
16,19105.1301244159,24008.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,0,0
17,18543.4270453653,26034.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
18,17808.1989960206,32896.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
19,17968.8382782646,34665.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
20,22358.8776781171,8970.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,0
21,23785.9225263772,10577.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
22,22926.0903712553,14363.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
23,21895.7587842006,16508.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,1
24,21273.0617139201,18908.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
25,21460.0139528911,19467.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,1
26,21183.1235874235,21394.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
27,20406.0995028936,22596.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
28,21058.1395799539,24469.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
29,19556.8993202892,25245.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
30,23447.6865610148,15755.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
31,23547.2394428773,16235.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
32,23016.0080086817,18147.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
33,22230.0275025572,22102.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
34,22625.0735660496,23612.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
35,21799.1720968887,24439.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
36,21341.2572070745,25212.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
37,21683.0314635547,26779.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
38,20986.0160174846,27096.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
39,20902.1037943119,29649.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
40,20698.077083173,2992.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
41,20099.25684484,10036.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
42,18145.1264890935,18339.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
43,17944.8569234593,19592.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,0
44,19027.8623054345,21797.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
45,18348.8985716945,23852.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
46,17750.8845746284,25040.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
47,17772.9696800412,25052.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
48,17394.0213978031,25464.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
49,17645.7450441435,27830.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
50,21908.3666246247,17353.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,0
51,21956.3426627084,17787.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
52,21646.1169235536,19562.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
53,21575.4568270006,20137.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
54,20952.2178015953,20158.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
55,21562.0475778626,23767.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,1
56,19981.1279114169,24323.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
57,19425.848616327,27839.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
58,19191.9896168454,29187.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
59,19641.7419023285,31324.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
60,25589.9831546314,2308.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
61,25098.6290571529,10014.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
62,23420.7069479383,18910.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
63,22661.0484850784,20105.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,0
64,23493.0822950037,20453.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
65,22435.2028189367,22287.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
66,21878.1199960255,23237.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
67,23077.5659102738,23798.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
68,21698.0147455068,25489.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
69,21831.8229163745,25564.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
70,26831.1940371618,4695.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
71,26060.3353495608,9795.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
72,26781.8146452916,12052.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
73,26302.0742843396,13050.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
74,26190.271467539,17335.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
75,25508.2109561095,17480.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
76,23348.0169540994,24027.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
77,23406.6898198106,25387.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
78,23159.5437816049,25869.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,0
79,21536.7417301751,37128.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,1
80,51154.0472155256,2202.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
81,49248.1589666802,6685.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
82,46747.6732703394,15343.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
83,44130.6170551092,21341.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
84,44084.9142115635,21367.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
85,43892.4678804136,23371.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
86,44300.6399582244,23751.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
87,42677.6011170355,24052.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
88,43374.0524199581,25199.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
89,40619.0722701075,30082.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
90,33417.9650130136,6598.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
91,30957.0807492764,10625.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
92,31431.1303699804,11013.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
93,30781.5156334759,14937.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
94,30646.4377005909,17094.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
95,30792.149028548,17870.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
96,30392.7501583834,18449.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
97,28817.081846577,21039.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,0,1
98,29275.2087136945,21056.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
99,28040.1285291642,27484.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
100,39801.5513542673,14095.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
101,40335.7373136253,14743.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
102,39307.0091649632,16041.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
103,38600.2395609372,17138.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
104,38445.8971686577,18661.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
105,36077.7961212207,21966.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
106,35866.5827089002,24415.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
107,35338.6536895564,25163.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
108,36154.30354834,25339.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
109,34685.6629801958,25421.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
110,42820.3290225306,5499.0,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
111,41378.0480886471,8125.0,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
112,40856.3908954186,12791.0,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
113,41419.0372622102,14452.0,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
114,37510.2535700618,21593.0,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
115,37215.1693828106,22211.0,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
116,36332.8946850132,25153.0,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
117,36245.1582278249,26250.0,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
118,32954.1413357696,36074.0,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
119,32537.1867506849,41097.25,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
120,35715.7685557755,6447.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
121,35651.6800199489,10555.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
122,35129.3407710218,11975.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
123,35165.7593689444,13449.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
124,32501.2451886184,17508.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
125,33220.0284461651,18661.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
126,32509.4782883263,20910.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
127,31132.2134919243,23124.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
128,31181.7151590146,26222.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
129,31059.1810267505,27544.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
130,42741.5236662022,2846.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
131,40966.607412216,7476.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
132,38795.379094999,13973.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
133,38297.4625362805,16754.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
134,37192.8963660869,19100.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
135,36210.1229959601,21778.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
136,36633.6338191184,22042.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
137,35895.4994099277,23056.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
138,34974.3780366418,25796.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
139,32038.3395625994,35326.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
140,48310.3295448604,788.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
141,48365.9808965303,2616.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
142,45061.9519351521,13829.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
143,44205.8758848709,15104.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
144,42377.9554420775,18581.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
145,41671.5831400912,20575.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
146,41516.4298622847,23861.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
147,41053.4821681014,25717.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
148,38208.5010233112,31303.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
149,39072.3920526084,31587.0,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
150,70755.4667165429,583.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
151,68566.1871889452,6420.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
152,69133.7317224283,7892.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
153,66374.307040191,12021.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
154,65281.4812369002,15600.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
155,63913.117247728,18200.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
156,60567.5490933118,23193.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
157,57154.4434368902,29260.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
158,55639.087653624,31805.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,0,1
159,52001.9943785519,41097.25,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
160,12146.188030901,10011.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
161,12163.8204246793,12101.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
162,11472.0227614221,19699.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
163,11017.1687101034,20100.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,0
164,11096.8572677413,20334.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,0
165,10386.0402183223,22225.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
166,11137.0456549156,22484.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,1
167,11045.1088444444,24568.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,1
168,10777.0525369432,27906.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
169,9928.18817461995,29680.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
170,12649.1108932523,3629.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
171,12314.5912168875,4142.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
172,11318.0080892492,11156.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
173,12409.9490936339,11981.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,1
174,11555.2674020388,13404.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
175,11700.1114861059,15253.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,0,0
176,11215.0186466687,19945.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,0,0
177,10144.9520806874,23963.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
178,10491.0751985073,30948.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
179,9954.05417351528,37345.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
180,11031.1299312763,20156.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
181,11343.0540104663,20186.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
182,11391.2137175199,21421.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
183,11247.8625348134,21427.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
184,10921.9453718505,23119.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
185,11179.9535714763,23121.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
186,11394.8864029007,25107.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
187,11070.0606430562,25476.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
188,11013.8713677377,25746.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
189,11115.0136403057,30056.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
190,11918.4560683637,7278.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
191,12408.8061477178,10213.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,1
192,11302.9029854314,14627.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
193,11615.0210175723,19014.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,1
194,10805.1300898776,21013.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,1,1
195,11169.9183881598,22380.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
196,10770.1065537592,25065.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
197,10872.0139256473,25869.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
198,10921.9453718505,27776.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,0,0
199,9919.04818515024,34621.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
